		"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VPCOU","Vapor Corp.","8.7","n/a","n/a","Consumer Non-Durables","Tobacco","http://www.nasdaq.com/symbol/vpcou",
"VRNS","Varonis Systems, Inc.","15.6","$388.75M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vrns",
"VDSI","VASCO Data Security International, Inc.","17.84","$709.9M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VBLT","Vascular Biogenics Ltd.","7.71","$153.55M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VASC","Vascular Solutions, Inc.","32.74","$567.12M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vasc",
"VBIV","VBI Vaccines Inc.","2.47","$56.88M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"WOOF","VCA Inc. ","53.6","$4.35B","2001","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/woof",
"VECO","Veeco Instruments Inc.","20.6","$840.26M","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"APPY","Venaxis, Inc.","0.3399","$10.53M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/appy",
"VRA","Vera Bradley, Inc.","12.64","$479.97M","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","5.83","$161.28M","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.8","$66.42M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","2.71","$64.47M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","43.36","$2.69B","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","73.31","$8.32B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","79.88","$13.46B","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","15.62","$166.8M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/vbtx",
"VRML","Vermillion, Inc.","2.04","$106.01M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","11.3","$331.68M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VTNR","Vertex Energy, Inc","2.15","$60.59M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","115.18","$28.18B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VRTA","Vestin Realty Mortgage I, Inc.","4.36","$5.85M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrta",
"VRTB","Vestin Realty Mortgage II, Inc.","3.18","$7.94M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb",
"VIA","Viacom Inc.","45.6","$18.14B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","44.33","$15.4B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","64.43","$3.09B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","5.73","$1.35B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","0.445","$40.7M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","9.47","$367.19M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr",
"VBND","Vident Core U.S. Bond Strategy Fund","49.99","$429.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbnd",
"VUSE","Vident Core US Equity ETF","24.39","$370.73M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse",
"VIDI","Vident International Equity Fund","20.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VDTH","Videocon d2h Limited","9.42","$925.52M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth",
"VGGL","Viggle Inc.","0.772","$19.21M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vggl",
"VKTX","Viking Therapeutics, Inc.","5.56","$54.4M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VBFC","Village Bank and Trust Financial Corp.","20.6","$29.11M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VLGEA","Village Super Market, Inc.","24.57","$348.11M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea",
"VIMC","Vimicro International Corporation","12.55","$322.65M","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/vimc",
"VIP","VimpelCom Ltd.","4.05","$7.11B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VNOM","Viper Energy Partners LP","15.25","$1.22B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","3.08","$46.19M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VA","Virgin America Inc.","33.12","$1.44B","2014","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/va",
"VIRT","Virtu Financial, Inc.","22.98","$3.18B","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt",
"VSCP","VirtualScopics, Inc.","1.91","$5.72M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VRTS","Virtus Investment Partners, Inc.","99.58","$878.16M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts",
"VRTU","Virtusa Corporation","51.28","$1.52B","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
"VISN","VisionChina Media, Inc.","8","$40.85M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTAE","Vitae Pharmaceuticals, Inc.","11.58","$253.04M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtae",
"VTL","Vital Therapies, Inc.","4","$96.06M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","1.7","$176.84M","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VIIZ","VIX Med-Term ETN Velocityshares","17.51","$2.19M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz",
"VIIX","VIX Short-Term ETN Velocityshares","32.48","$5.46M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix",
"VOD","Vodafone Group Plc","31.88","$84.49B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VLTC","Voltari Corporation","6.87","$62.3M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vltc",
"VOXX","VOXX International Corporation","7.31","$176.89M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"VRNG","Vringo, Inc.","0.545","$54.16M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vrng",
"VSEC","VSE Corporation","39.59","$212.79M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","6.75","$221.48M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","4.59","$73.58M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi",
"VWR","VWR Corporation","24.51","$3.22B","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr",
"WGBS","WaferGen Bio-systems, Inc.","1.2289","$7.01M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WBA","Walgreens Boots Alliance, Inc.","87.11","$95.15B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WRES","Warren Resources, Inc.","0.5484","$44.53M","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wres",
"WAFD","Washington Federal, Inc.","22.61","$2.12B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafd",
"WAFDW","Washington Federal, Inc.","4.71","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafdw",
"WASH","Washington Trust Bancorp, Inc.","37.95","$639.13M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
"WFBI","WashingtonFirst Bankshares Inc","18.566","$178.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi",
"WSBF","Waterstone Financial, Inc.","13.45","$403.88M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wsbf",
"WAVX","Wave Systems Corp.","0.17","$10.19M","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/wavx",
"WAYN","Wayne Savings Bancshares Inc.","12.34","$34.33M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WSTG","Wayside Technology Group, Inc.","17.3299","$83.29M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WDFC","WD-40 Company","89.73","$1.3B","1973","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wdfc",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","29.39","$11.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WWWW","Web.com Group, Inc.","21.26","$1.09B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wwww",
"WBMD","WebMD Health Corp","41.81","$1.59B","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd",
"WB","Weibo Corporation","12.88","$2.62B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wb",
"WEBK","Wellesley Bancorp, Inc.","19","$46.72M","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WEN","Wendy&#39;s Company (The)","8.71","$2.53B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","25.38","$1.82B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","31.31","$1.21B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
"WTBA","West Bancorporation","18.01","$289.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtba",
"WSTC","West Corporation","22.5","$1.86B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WMAR","West Marine, Inc.","8.81","$217.33M","1993","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/wmar",
"WABC","Westamerica Bancorporation","43.77","$1.12B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WBB","Westbury Bancorp, Inc.","17.35","$76.54M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb",
"WSTL","Westell Technologies, Inc.","1.13","$68.82M","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WDC","Western Digital Corporation","79.44","$18.3B","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WFD","Westfield Financial, Inc.","7.78","$143.9M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wfd",
"WLB","Westmoreland Coal Company","14.04","$252.26M","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WPRT","Westport Innovations Inc","2.59","$166.27M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WEYS","Weyco Group, Inc.","27.36","$297.31M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","1.96","$129.2M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","23.25","$16.74M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHF","WhiteHorse Finance, Inc.","12.42","$186.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","25.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WFM","Whole Foods Market, Inc.","33.92","$12.14B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm",
"WILN","Wi-Lan Inc","1.86","$224.67M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/wiln",
"WHLM","Wilhelmina International, Inc.","6.035","$35.27M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","6.73","$33.53M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WLDN","Willdan Group, Inc.","10.03","$78.87M","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","15.7","$131.04M","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WIBC","Wilshire Bancorp, Inc.","10.5","$824.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wibc",
"WIN","Windstream Holdings, Inc.","5.86","$609.54M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WING","Wingstop Inc.","24.39","$697.1M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","101.49","$418.95M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WTFC","Wintrust Financial Corporation","52.05","$2.51B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","25.51","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","29.73","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","44.6036","$35.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","47.8214","$66.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"HYND","WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio","19.8","$7.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"HYZD","WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu","22.311","$20.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","43.99","$15.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","19.948","$15.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","66.96","$100.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","19.84","$11.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","25.32","$345.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"WETF","WisdomTree Investments, Inc.","15.65","$2.16B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","33.34","$186.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxjs",
"JGBB","WisdomTree Japan Interest Rate Strategy Fund","47.88","$4.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jgbb",
"DXKW","WisdomTree Korea Hedged Equity Fund","19.6","$25.48M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxkw",
"GULF","WisdomTree Middle East Dividend Fund","18.2","$43.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"CRDT","WisdomTree Strategic Corporate Bond Fund","72.54","$7.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crdt",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","29.1099","$507.97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","26.2799","$24.97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrs",
"DXPS","WisdomTree United Kingdom Hedged Equity Fund","23.5993","$34.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxps",
"UBND","WisdomTree Western Asset Unconstrained Bond Fund","48.08","$4.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubnd",
"WIX","Wix.com Ltd.","18.95","$752.21M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wix",
"WLRH","WL Ross Holding Corp.","10.3","$644.07M","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/wlrh",
"WLRHU","WL Ross Holding Corp.","11.17","$446.8M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/wlrhu",
"WLRHW","WL Ross Holding Corp.","0.7899","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/wlrhw",
"WMIH","WMIH Corp.","2.5832","$532.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wmih",
"WBKC","Wolverine Bancorp, Inc.","25.5","$56.29M","2011","Finance","Banks","http://www.nasdaq.com/symbol/wbkc",
